"date","draw_number","draw_sum","odd_count","even_count","low_count","high_count","spread"
"",8,145,3,3,3,3,37
"",8,129,5,1,4,2,32
"",9,137,3,3,4,2,39
"",9,138,2,4,3,3,40
"",10,132,6,0,4,2,38
"",10,186,4,2,2,4,39
"",11,153,3,3,3,3,43
"",11,156,2,4,3,3,24
"",12,97,3,3,5,1,26
"",12,178,2,4,2,4,37
"",13,211,3,3,0,6,19
"",13,193,1,5,2,4,38
"",14,159,1,5,2,4,44
"",14,138,2,4,4,2,43
"",15,116,4,2,4,2,41
"",15,122,2,4,3,3,39
"",16,202,4,2,1,5,30
"",16,174,2,4,2,4,41
"",17,160,4,2,3,3,28
"",17,178,2,4,2,4,31
"",18,119,3,3,4,2,47
"",18,147,3,3,3,3,37
"",19,201,1,5,1,5,39
"",19,158,2,4,3,3,41
"",20,143,5,1,2,4,29
"",20,188,4,2,2,4,30
"",21,155,1,5,3,3,28
"",21,203,3,3,1,5,21
"",22,169,3,3,1,5,37
"",22,172,2,4,3,3,36
"",23,149,3,3,4,2,41
"",23,150,4,2,4,2,39
"",24,190,4,2,1,5,27
"",24,166,2,4,2,4,44
"",25,150,2,4,3,3,37
"",25,141,3,3,3,3,37
"",26,219,3,3,1,5,41
"",26,119,3,3,3,3,28
"",27,126,4,2,3,3,39
"",27,110,4,2,4,2,42
"",28,108,4,2,4,2,30
"",28,165,5,1,4,2,38
"",29,177,3,3,3,3,43
"",29,192,6,0,1,5,24
"",30,105,3,3,5,1,39
"",30,123,5,1,3,3,33
"",31,109,3,3,4,2,40
"",31,188,2,4,1,5,35
"",32,104,4,2,4,2,36
"",32,164,4,2,2,4,39
"",33,147,3,3,4,2,39
"",33,204,2,4,0,6,17
"",34,118,2,4,3,3,33
"",34,126,2,4,3,3,47
"",35,154,2,4,2,4,29
"",35,115,1,5,4,2,30
"",36,156,4,2,2,4,23
"",36,165,3,3,2,4,42
"",37,190,2,4,2,4,30
"",37,159,1,5,3,3,44
"",38,116,2,4,4,2,40
"",38,122,4,2,4,2,45
"",39,166,4,2,2,4,23
"",39,182,2,4,2,4,37
"",40,132,0,6,3,3,38
"",40,133,5,1,4,2,31
"",41,93,1,5,5,1,28
"",41,150,2,4,3,3,47
"",42,75,3,3,5,1,29
"",42,177,3,3,3,3,42
"",43,153,3,3,3,3,39
"",43,127,3,3,3,3,29
"",44,90,6,0,4,2,30
"",44,96,4,2,5,1,34
"",45,177,5,1,2,4,38
"",45,142,4,2,3,3,18
"",46,151,5,1,4,2,38
"",46,135,3,3,3,3,31
"",47,182,4,2,2,4,41
"",47,100,2,4,5,1,34
"",48,196,4,2,2,4,37
"",48,150,4,2,3,3,30
"",49,124,2,4,4,2,35
"",49,151,3,3,3,3,31
"",50,159,3,3,3,3,45
"",50,120,4,2,4,2,42
"",51,133,3,3,4,2,43
"",51,96,2,4,4,2,37
"",52,89,3,3,6,0,18
"",52,134,4,2,4,2,39
"",601,113,5,1,3,3,36
"",601,117,3,3,4,2,33
"",602,163,1,5,2,4,42
"",602,200,4,2,2,4,31
"",1,118,4,2,3,3,28
"",1,172,4,2,2,4,31
"",2,118,4,2,4,2,41
"",2,76,4,2,6,0,21
"",3,136,2,4,4,2,45
"",3,140,4,2,3,3,41
"",4,186,4,2,1,5,34
"",4,185,3,3,2,4,34
"",5,106,2,4,5,1,43
"",5,149,3,3,2,4,39
"",6,169,3,3,2,4,45
"",6,121,3,3,3,3,33
"",7,186,2,4,2,4,30
"",7,131,1,5,4,2,30
"",8,135,1,5,3,3,36
"",8,121,3,3,4,2,47
"",9,150,4,2,4,2,38
"",9,144,4,2,4,2,46
"",10,164,6,0,3,3,48
"",10,115,5,1,4,2,35
"",11,124,2,4,4,2,41
"",11,165,3,3,3,3,37
"",12,170,4,2,2,4,26
"",12,157,3,3,3,3,35
"",13,161,3,3,3,3,35
"",13,127,5,1,4,2,40
"",14,155,1,5,3,3,36
"",14,126,2,4,5,1,32
"",15,156,4,2,4,2,32
"",15,110,2,4,4,2,41
"",16,85,5,1,6,0,21
"",16,164,4,2,3,3,42
"",17,142,0,6,3,3,28
"",17,179,1,5,2,4,41
"",18,192,2,4,2,4,28
"",18,145,3,3,3,3,47
"",19,68,2,4,6,0,15
"",19,172,6,0,3,3,40
"",20,137,5,1,3,3,44
"",20,184,2,4,1,5,39
"",21,166,4,2,2,4,41
"",21,87,3,3,5,1,23
"",22,149,3,3,3,3,38
"",22,124,2,4,4,2,35
"",23,207,3,3,1,5,45
"",23,138,4,2,2,4,36
"",24,126,2,4,4,2,43
"",24,176,2,4,2,4,42
"",25,121,3,3,3,3,31
"",25,114,4,2,5,1,38
"",26,155,3,3,3,3,46
"",26,139,3,3,3,3,33
"",27,130,2,4,3,3,39
"",27,109,3,3,4,2,31
"",28,168,4,2,2,4,31
"",28,146,2,4,3,3,39
"",29,133,5,1,4,2,33
"",29,160,2,4,3,3,44
"",30,168,2,4,2,4,17
"",30,88,2,4,5,1,26
"",31,135,1,5,3,3,28
"",31,161,3,3,2,4,23
"",32,114,4,2,4,2,31
"",32,187,3,3,1,5,39
"",33,156,2,4,3,3,39
"",33,148,4,2,2,4,34
"",34,183,3,3,1,5,33
"",34,134,4,2,4,2,41
"",35,167,3,3,3,3,37
"",35,176,2,4,3,3,37
"",36,198,4,2,1,5,40
"",36,195,3,3,2,4,36
"",37,118,2,4,4,2,31
"",37,155,3,3,4,2,31
"",38,128,2,4,4,2,39
"",38,121,1,5,4,2,36
"",39,157,3,3,3,3,39
"",39,150,2,4,3,3,37
"",40,221,3,3,1,5,25
"",40,126,2,4,3,3,42
"",41,120,2,4,5,1,37
"",41,94,2,4,5,1,45
"",42,136,4,2,4,2,46
"",42,188,6,0,3,3,30
"",43,196,2,4,1,5,46
"",43,168,4,2,2,4,25
"",44,141,1,5,3,3,42
"",44,158,2,4,3,3,27
"",45,171,3,3,2,4,34
"",45,85,5,1,5,1,46
"",46,179,3,3,3,3,28
"",46,107,3,3,4,2,31
"",47,139,5,1,3,3,34
"",47,147,5,1,5,1,34
"",48,179,3,3,2,4,43
"",48,123,3,3,4,2,34
"",49,148,4,2,3,3,46
"",49,127,3,3,3,3,43
"",50,125,5,1,4,2,28
"",50,160,4,2,3,3,35
"",51,116,2,4,4,2,35
"",51,94,2,4,5,1,26
"",52,129,5,1,3,3,33
"",52,145,1,5,3,3,39
"",601,143,1,5,4,2,34
"",601,157,3,3,3,3,44
"",602,161,3,3,3,3,36
"",602,174,4,2,3,3,27
"",1,131,5,1,3,3,38
"",1,159,3,3,2,4,41
"",2,134,2,4,4,2,41
"",2,198,2,4,1,5,41
"",3,117,3,3,4,2,39
"",3,176,0,6,2,4,36
"",4,85,3,3,4,2,30
"",4,166,2,4,2,4,43
"",5,139,3,3,3,3,45
"",5,156,2,4,3,3,46
"",6,105,3,3,4,2,29
"",6,142,2,4,3,3,41
"",7,143,3,3,4,2,47
"",7,142,4,2,5,1,36
"",8,130,2,4,4,2,26
"",8,125,3,3,4,2,40
"",9,163,3,3,3,3,39
"",9,139,3,3,3,3,37
"",10,151,3,3,3,3,35
"",10,131,3,3,4,2,44
"",11,149,3,3,2,4,32
"",11,196,4,2,2,4,29
"",12,142,4,2,3,3,24
"",12,171,5,1,2,4,37
"",13,198,4,2,2,4,44
"",13,116,4,2,4,2,39
"",14,134,2,4,4,2,35
"",14,133,3,3,3,3,35
"",15,108,6,0,3,3,40
"",15,100,2,4,5,1,38
"",16,172,4,2,2,4,36
"",16,139,3,3,4,2,38
"",17,137,5,1,3,3,38
"",17,119,3,3,5,1,21
"",18,147,1,5,3,3,41
"",18,119,1,5,4,2,36
"",19,123,3,3,4,2,39
"",19,142,4,2,4,2,25
"",20,175,3,3,1,5,32
"",20,134,2,4,4,2,35
"",21,137,1,5,3,3,34
"",21,133,3,3,4,2,37
"",22,97,3,3,6,0,16
"",22,174,4,2,3,3,43
"",23,103,5,1,5,1,34
"",23,102,4,2,5,1,28
"",24,128,4,2,3,3,31
"",24,120,4,2,4,2,36
"",25,156,4,2,2,4,29
"",25,106,2,4,5,1,21
"",26,177,3,3,3,3,39
"",26,191,3,3,2,4,24
"",27,134,4,2,4,2,21
"",27,103,1,5,5,1,43
"",28,105,3,3,5,1,32
"",28,160,4,2,2,4,43
"",29,164,2,4,3,3,43
"",29,149,3,3,3,3,46
"",30,151,1,5,3,3,46
"",30,126,4,2,4,2,30
"",31,169,1,5,2,4,26
"",31,177,3,3,3,3,32
"",32,118,2,4,4,2,39
"",32,167,3,3,2,4,27
"",33,157,3,3,3,3,39
"",33,159,3,3,2,4,40
"",34,104,2,4,5,1,30
"",34,134,2,4,3,3,23
"",35,162,2,4,3,3,43
"",35,129,3,3,3,3,39
"",36,75,1,5,6,0,18
"",36,146,0,6,3,3,42
"",37,138,2,4,4,2,25
"",37,60,2,4,6,0,17
"",38,205,3,3,2,4,43
"",38,175,3,3,2,4,42
"",39,133,3,3,3,3,33
"",39,207,3,3,1,5,36
"",40,193,3,3,2,4,27
"",40,183,3,3,2,4,37
"",41,160,2,4,3,3,36
"",41,171,3,3,2,4,47
"",42,107,3,3,4,2,26
"",42,193,3,3,1,5,20
"",43,202,4,2,2,4,27
"",43,158,2,4,3,3,40
"",44,136,2,4,4,2,41
"",44,163,1,5,4,2,38
"",45,173,3,3,3,3,36
"",45,131,3,3,3,3,46
"",46,158,2,4,3,3,29
"",46,140,2,4,3,3,42
"",47,203,5,1,2,4,32
"",47,186,4,2,3,3,38
"",48,177,3,3,2,4,43
"",48,176,4,2,2,4,43
"",49,180,2,4,2,4,32
"",49,134,4,2,4,2,42
"",50,186,2,4,2,4,33
"",50,127,3,3,4,2,40
"",51,212,4,2,1,5,43
"",51,144,2,4,4,2,43
"",52,143,3,3,3,3,44
"",52,192,2,4,1,5,45
"",601,165,5,1,2,4,30
"",601,178,2,4,2,4,43
"",602,45,3,3,6,0,21
"",602,195,3,3,1,5,21
"",1,142,2,4,4,2,43
"",1,181,3,3,2,4,43
"",2,162,4,2,2,4,36
"",2,139,3,3,3,3,43
"",3,153,3,3,2,4,45
"",3,144,4,2,3,3,25
"",4,152,2,4,3,3,33
"",4,162,2,4,2,4,21
"",5,132,2,4,4,2,38
"",5,153,3,3,3,3,44
"",6,149,1,5,4,2,44
"",6,110,4,2,4,2,35
"",7,128,2,4,3,3,27
"",7,148,0,6,4,2,34
"",8,138,4,2,3,3,41
"",8,132,6,0,3,3,40
"",9,130,2,4,4,2,40
"",9,170,2,4,3,3,35
"",10,110,4,2,5,1,27
"",10,181,3,3,2,4,39
"",11,124,2,4,4,2,37
"",11,124,2,4,3,3,35
"",12,154,2,4,3,3,32
"",12,165,3,3,2,4,31
"",13,131,1,5,4,2,42
"",13,124,2,4,3,3,33
"",14,153,3,3,2,4,39
"",14,92,4,2,5,1,23
"",15,115,3,3,4,2,32
"",15,232,2,4,1,5,33
"",16,158,2,4,2,4,37
"",16,193,5,1,2,4,32
"",17,171,3,3,2,4,44
"",17,156,4,2,2,4,44
"",18,201,3,3,2,4,23
"",18,160,2,4,2,4,45
"",19,109,5,1,5,1,28
"",19,109,3,3,4,2,37
"",20,158,2,4,3,3,42
"",20,91,3,3,6,0,11
"",21,156,2,4,3,3,32
"",21,130,2,4,4,2,43
"",22,151,3,3,3,3,42
"",22,239,3,3,0,6,21
"",23,135,1,5,4,2,40
"",23,144,2,4,3,3,38
"",24,180,4,2,2,4,38
"",24,142,2,4,4,2,42
"",25,163,3,3,2,4,40
"",25,79,3,3,5,1,35
"",26,162,4,2,3,3,41
"",26,137,3,3,4,2,41
"",27,222,0,6,1,5,24
"",27,177,3,3,2,4,30
"",28,176,4,2,1,5,30
"",28,114,4,2,5,1,40
"",29,123,5,1,4,2,32
"",29,149,3,3,3,3,19
"",30,161,1,5,2,4,47
"",30,118,4,2,4,2,38
"",31,198,4,2,1,5,22
"",31,118,2,4,3,3,25
"",32,95,3,3,4,2,31
"",32,151,3,3,4,2,41
"",33,180,2,4,2,4,31
"",33,206,2,4,1,5,30
"",34,181,5,1,2,4,48
"",34,127,3,3,3,3,44
"",35,107,3,3,4,2,47
"",35,182,2,4,3,3,37
"",36,135,1,5,3,3,39
"",36,131,3,3,3,3,30
"",37,109,3,3,4,2,22
"",37,78,2,4,5,1,41
"",38,92,6,0,5,1,36
"",38,125,3,3,3,3,35
"",39,170,4,2,3,3,21
"",39,175,3,3,2,4,35
"",40,133,3,3,3,3,41
"",40,118,4,2,4,2,48
"",41,138,4,2,3,3,35
"",41,163,1,5,2,4,40
"",42,101,5,1,5,1,16
"",42,144,2,4,3,3,41
"",43,232,4,2,0,6,16
"",43,91,3,3,5,1,37
"",44,139,3,3,3,3,41
"",44,84,2,4,5,1,26
"",45,116,4,2,4,2,37
"",45,157,1,5,3,3,35
"",46,182,2,4,2,4,35
"",46,149,1,5,3,3,38
"",47,175,3,3,2,4,39
"",47,111,5,1,4,2,34
"",48,99,1,5,5,1,42
"",48,216,2,4,1,5,27
"",49,136,2,4,4,2,38
"",49,141,3,3,3,3,45
"",50,172,2,4,2,4,42
"",50,130,2,4,3,3,39
"",51,149,5,1,3,3,40
"",51,119,5,1,4,2,46
"",52,152,4,2,3,3,38
"",52,135,3,3,4,2,37
"",601,156,4,2,2,4,39
"",601,99,5,1,4,2,34
"",602,179,3,3,2,4,23
"",602,170,2,4,2,4,39
"",603,130,2,4,3,3,32
"",603,163,1,5,3,3,43
"",1,107,3,3,4,2,36
"",1,132,0,6,3,3,40
"",2,80,2,4,5,1,40
"",2,82,2,4,5,1,29
"",3,156,2,4,2,4,34
"",3,143,3,3,4,2,36
"",4,177,3,3,2,4,45
"",4,139,3,3,2,4,35
"",5,138,4,2,3,3,31
"",5,145,3,3,4,2,22
"",6,95,3,3,4,2,47
"",6,187,3,3,2,4,36
"",7,194,4,2,2,4,44
"",7,200,2,4,1,5,43
"",8,192,4,2,2,4,25
"",8,132,2,4,4,2,21
"",9,95,1,5,5,1,36
"",9,189,3,3,2,4,35
"",10,145,5,1,2,4,36
"",10,178,4,2,2,4,46
"",11,181,5,1,2,4,30
"",11,153,3,3,2,4,27
"",12,103,3,3,5,1,33
"",12,126,4,2,3,3,33
"",13,123,3,3,3,3,43
"",13,161,5,1,3,3,46
"",14,195,5,1,2,4,24
"",14,120,4,2,4,2,42
"",15,166,2,4,2,4,40
"",15,146,2,4,3,3,33
"",16,154,2,4,2,4,29
"",16,169,3,3,2,4,37
"",17,151,3,3,2,4,42
"",17,182,2,4,1,5,36
"",18,184,4,2,2,4,48
"",18,193,1,5,1,5,26
"",19,181,3,3,2,4,40
"",19,121,5,1,4,2,44
"",20,155,5,1,3,3,44
"",20,137,3,3,3,3,40
"",21,142,2,4,3,3,24
"",21,196,2,4,1,5,38
"",22,156,4,2,2,4,36
"",22,172,2,4,1,5,28
"",23,163,5,1,4,2,42
"",23,91,3,3,4,2,40
"",24,146,2,4,4,2,30
"",24,146,2,4,5,1,37
"",25,167,3,3,1,5,40
"",25,145,3,3,3,3,42
"",26,126,4,2,4,2,42
"",26,154,4,2,3,3,36
"",27,125,3,3,3,3,45
"",27,155,1,5,1,5,26
"",28,170,4,2,2,4,37
"",28,167,3,3,3,3,43
"",29,91,3,3,5,1,24
"",29,142,4,2,4,2,46
"",30,217,3,3,1,5,42
"",30,134,4,2,3,3,36
"",31,85,3,3,5,1,19
"",31,165,5,1,3,3,44
"",32,173,1,5,2,4,42
"",32,140,4,2,4,2,37
"",33,213,3,3,2,4,35
"",33,86,2,4,5,1,31
"",34,179,5,1,1,5,48
"",34,174,4,2,2,4,32
"",35,135,3,3,4,2,24
"",35,158,2,4,2,4,40
"",36,185,3,3,1,5,38
"",36,171,1,5,2,4,44
"",37,152,2,4,4,2,31
"",37,154,4,2,3,3,41
"",38,239,3,3,1,5,25
"",38,197,3,3,1,5,41
"",39,157,3,3,2,4,35
"",39,133,1,5,4,2,40
"",40,126,2,4,5,1,42
"",40,187,3,3,1,5,35
"",41,150,2,4,3,3,38
"",41,127,5,1,4,2,42
"",42,155,3,3,1,5,26
"",42,132,2,4,4,2,44
"",43,204,2,4,2,4,29
"",43,127,3,3,4,2,26
"",44,179,1,5,2,4,36
"",44,127,3,3,4,2,33
"",45,94,2,4,4,2,39
"",45,138,4,2,3,3,38
"",46,101,5,1,4,2,32
"",46,116,2,4,5,1,28
"",47,174,2,4,3,3,36
"",47,136,2,4,4,2,47
"",48,157,3,3,3,3,46
"",48,173,5,1,3,3,30
"",49,101,3,3,5,1,27
"",49,116,2,4,4,2,41
"",50,150,4,2,3,3,36
"",50,161,5,1,2,4,34
"",51,203,3,3,1,5,28
"",51,107,3,3,4,2,46
"",52,196,4,2,2,4,21
"",52,141,3,3,4,2,39
"",601,160,0,6,4,2,42
"",601,155,5,1,3,3,46
"",602,114,2,4,4,2,34
"",602,162,2,4,2,4,31
"",603,163,3,3,3,3,33
"",603,178,0,6,2,4,34
"",604,165,3,3,2,4,35
"",604,196,0,6,1,5,40
"",1,212,4,2,1,5,25
"",1,164,2,4,1,5,21
"",2,131,3,3,3,3,43
"",2,97,5,1,5,1,26
"",3,163,5,1,3,3,28
"",3,163,5,1,2,4,36
"",4,212,4,2,1,5,41
"",4,194,4,2,1,5,39
"",5,193,3,3,1,5,33
"",5,150,2,4,4,2,37
"",6,184,4,2,2,4,36
"",6,90,2,4,5,1,29
"",7,167,3,3,2,4,46
"",7,152,4,2,4,2,36
"",8,142,2,4,3,3,38
"",8,109,3,3,4,2,45
"",9,225,3,3,1,5,28
"",9,168,2,4,2,4,38
"",10,133,3,3,3,3,25
"",10,94,4,2,4,2,38
"",11,130,4,2,4,2,40
"",11,162,4,2,3,3,29
"",12,148,2,4,3,3,37
"",12,126,4,2,3,3,28
"",13,181,3,3,3,3,34
"",13,170,4,2,3,3,38
"",14,166,4,2,3,3,37
"",14,162,6,0,3,3,44
"",15,153,3,3,3,3,39
"",15,121,3,3,4,2,24
"",16,190,2,4,2,4,47
"",16,105,3,3,4,2,31
"",17,164,2,4,2,4,32
"",17,171,5,1,2,4,47
"",18,163,3,3,2,4,32
"",18,168,4,2,1,5,41
"",19,158,2,4,3,3,37
"",19,148,2,4,3,3,40
"",20,165,3,3,2,4,43
"",20,217,1,5,1,5,38
"",21,135,1,5,4,2,42
"",21,112,6,0,5,1,38
"",22,147,5,1,3,3,40
"",22,178,4,2,2,4,28
"",23,159,3,3,3,3,43
"",23,117,3,3,3,3,35
"",24,184,2,4,1,5,28
"",24,128,2,4,3,3,38
"",25,161,3,3,3,3,48
"",25,168,2,4,2,4,25
"",26,207,1,5,1,5,42
"",26,90,2,4,5,1,35
"",27,148,4,2,3,3,27
"",27,152,4,2,3,3,45
"",28,200,4,2,2,4,37
"",28,128,4,2,4,2,23
"",29,170,2,4,2,4,25
"",29,134,4,2,4,2,42
"",30,137,5,1,4,2,44
"",30,135,3,3,4,2,35
"",31,173,3,3,2,4,47
"",31,97,3,3,5,1,40
"",32,92,4,2,4,2,36
"",32,166,4,2,2,4,40
"",33,136,2,4,4,2,43
"",33,136,4,2,3,3,42
"",34,166,4,2,3,3,39
"",34,179,5,1,2,4,42
"",35,186,2,4,2,4,29
"",35,108,2,4,5,1,22
"",36,124,4,2,4,2,44
"",36,138,4,2,2,4,24
"",37,135,3,3,3,3,26
"",37,194,4,2,2,4,41
"",38,153,3,3,3,3,44
"",38,203,3,3,1,5,42
"",39,160,4,2,2,4,37
"",39,163,1,5,4,2,28
"",40,143,1,5,3,3,37
"",40,142,2,4,3,3,46
"",41,185,3,3,1,5,37
"",41,87,5,1,5,1,33
"",42,149,3,3,2,4,44
"",42,126,2,4,4,2,37
"",43,90,4,2,5,1,24
"",43,161,3,3,2,4,34
"",44,118,2,4,3,3,33
"",44,167,3,3,2,4,43
"",45,160,2,4,3,3,34
"",45,175,3,3,2,4,39
"",46,168,2,4,2,4,42
"",46,115,3,3,4,2,33
"",47,131,3,3,5,1,35
"",47,129,5,1,4,2,43
"",48,142,4,2,3,3,38
"",48,138,2,4,4,2,41
"",49,169,3,3,2,4,41
"",49,154,4,2,2,4,42
"",50,197,3,3,2,4,30
"",50,137,3,3,4,2,33
"",51,154,4,2,3,3,37
"",51,127,3,3,4,2,35
"",52,75,5,1,5,1,28
"",52,227,3,3,0,6,17
"",601,127,3,3,3,3,40
"",601,142,2,4,2,4,32
"",602,156,2,4,3,3,35
"",602,116,2,4,5,1,27
"",603,141,1,5,3,3,40
"",603,145,1,5,4,2,38
"",1,201,5,1,1,5,30
"",1,154,2,4,3,3,48
"",2,144,4,2,3,3,43
"",2,155,3,3,2,4,42
"",3,125,1,5,4,2,37
"",3,167,3,3,3,3,39
"",4,125,5,1,3,3,31
"",4,164,2,4,2,4,45
"",5,166,4,2,2,4,30
"",5,107,3,3,4,2,20
"",6,172,6,0,2,4,36
"",6,169,1,5,3,3,31
"",7,123,3,3,4,2,39
"",7,149,1,5,2,4,34
"",8,137,3,3,3,3,36
"",8,187,5,1,2,4,35
"",9,150,4,2,3,3,41
"",9,188,4,2,2,4,24
"",10,161,1,5,3,3,41
"",10,128,6,0,4,2,34
"",11,136,4,2,3,3,32
"",11,123,1,5,4,2,38
"",12,203,3,3,1,5,39
"",12,123,5,1,3,3,35
"",13,108,2,4,4,2,35
"",13,113,5,1,4,2,25
"",14,163,3,3,3,3,36
"",14,186,2,4,2,4,27
"",15,121,3,3,4,2,27
"",15,213,3,3,1,5,37
"",16,140,4,2,5,1,36
"",16,141,1,5,3,3,38
"",17,114,4,2,4,2,48
"",17,132,4,2,4,2,27
"",18,117,3,3,4,2,30
"",18,160,2,4,3,3,39
"",19,133,3,3,3,3,21
"",19,154,4,2,3,3,47
"",20,93,3,3,4,2,25
"",20,145,3,3,3,3,27
"",21,125,3,3,4,2,43
"",21,165,1,5,2,4,40
"",22,168,4,2,2,4,41
"",22,149,1,5,3,3,34
"",23,135,3,3,4,2,46
"",23,181,3,3,2,4,41
"",24,148,4,2,4,2,46
"",24,150,4,2,3,3,46
"",25,186,4,2,2,4,41
"",25,90,4,2,4,2,34
"",26,99,3,3,5,1,29
"",26,147,3,3,4,2,48
"",27,104,4,2,5,1,21
"",27,167,3,3,2,4,38
"",28,132,4,2,4,2,44
"",28,223,3,3,0,6,21
"",29,166,4,2,2,4,40
"",29,191,3,3,2,4,37
"",30,135,3,3,3,3,37
"",30,187,3,3,2,4,33
"",31,147,3,3,2,4,44
"",31,137,3,3,2,4,29
"",32,164,2,4,3,3,47
"",32,176,2,4,2,4,32
"",33,103,3,3,5,1,44
"",33,107,3,3,5,1,35
"",34,95,3,3,5,1,34
"",34,125,3,3,3,3,27
"",35,237,3,3,0,6,17
"",35,186,4,2,2,4,39
"",36,149,3,3,3,3,37
"",36,199,5,1,2,4,24
"",37,173,5,1,2,4,44
"",37,157,3,3,3,3,37
"",38,155,3,3,2,4,41
"",38,192,2,4,1,5,29
"",39,100,4,2,4,2,25
"",39,118,4,2,4,2,42
"",40,92,4,2,5,1,36
"",40,139,3,3,2,4,34
"",41,136,4,2,3,3,43
"",41,118,2,4,4,2,36
"",42,127,3,3,3,3,39
"",42,165,5,1,2,4,48
"",43,122,4,2,4,2,33
"",43,171,3,3,3,3,28
"",44,187,3,3,2,4,39
"",44,95,3,3,4,2,31
"",45,82,4,2,6,0,18
"",45,181,3,3,2,4,36
"",46,134,2,4,4,2,34
"",46,158,2,4,3,3,38
"",47,118,2,4,4,2,37
"",47,95,3,3,4,2,24
"",48,196,4,2,1,5,37
"",48,141,3,3,2,4,32
"",49,176,4,2,2,4,41
"",49,232,4,2,1,5,24
"",50,202,4,2,2,4,35
"",50,159,1,5,3,3,31
"",51,87,3,3,4,2,27
"",51,85,1,5,5,1,37
"",52,145,3,3,3,3,21
"",52,203,5,1,2,4,36
"",601,167,1,5,2,4,42
"",601,173,3,3,3,3,42
"",602,142,2,4,2,4,35
"",602,173,3,3,1,5,35
"",1,127,3,3,4,2,40
"",1,120,2,4,4,2,44
"",2,142,6,0,3,3,34
"",2,182,2,4,2,4,39
"",3,121,1,5,5,1,43
"",3,95,3,3,6,0,16
"",4,102,4,2,4,2,35
"",4,185,3,3,2,4,41
"",5,147,1,5,3,3,31
"",5,175,3,3,3,3,30
"",6,151,3,3,3,3,39
"",6,164,2,4,3,3,43
"",7,162,4,2,3,3,33
"",7,127,5,1,3,3,34
"",8,186,4,2,2,4,40
"",8,161,3,3,2,4,42
"",9,173,1,5,2,4,33
"",9,105,5,1,3,3,38
"",10,148,4,2,3,3,36
"",10,174,2,4,2,4,34
"",11,123,3,3,4,2,36
"",11,163,1,5,1,5,28
"",12,185,5,1,2,4,44
"",12,209,3,3,1,5,41
"",13,181,3,3,1,5,48
"",13,168,4,2,3,3,46
"",14,135,3,3,3,3,43
"",14,212,4,2,2,4,31
"",15,175,3,3,2,4,40
"",15,151,1,5,2,4,37
"",16,177,5,1,2,4,46
"",16,183,3,3,2,4,30
"",17,126,0,6,5,1,42
"",17,194,2,4,1,5,25
"",18,110,2,4,4,2,40
"",18,165,1,5,2,4,43
"",19,133,3,3,3,3,30
"",19,191,1,5,1,5,34
"",20,136,2,4,4,2,46
"",20,90,2,4,5,1,34
"",21,159,1,5,2,4,33
"",21,132,2,4,3,3,37
"",22,163,1,5,3,3,37
"",22,159,3,3,3,3,43
"",23,168,2,4,2,4,42
"",23,152,2,4,4,2,37
"",24,137,3,3,3,3,32
"",24,171,3,3,3,3,43
"",25,184,4,2,2,4,21
"",25,149,3,3,2,4,42
"",26,144,4,2,3,3,36
"",26,144,4,2,3,3,46
"",27,247,5,1,0,6,18
"",27,82,4,2,5,1,24
"",28,149,3,3,3,3,44
"",28,191,1,5,2,4,34
"",29,142,2,4,3,3,38
"",29,158,2,4,2,4,41
"",30,150,2,4,3,3,40
"",30,191,5,1,2,4,40
"",31,98,2,4,4,2,38
"",31,179,3,3,1,5,25
"",32,98,4,2,5,1,35
"",32,113,3,3,4,2,37
"",33,168,2,4,3,3,33
"",33,171,3,3,3,3,46
"",34,197,3,3,2,4,37
"",34,108,2,4,4,2,25
"",35,135,3,3,3,3,48
"",35,177,3,3,2,4,44
"",36,187,3,3,2,4,24
"",36,93,3,3,4,2,35
"",37,129,1,5,4,2,32
"",37,128,2,4,4,2,39
"",38,174,4,2,2,4,42
"",38,156,2,4,3,3,37
"",39,151,3,3,3,3,44
"",39,153,1,5,3,3,42
"",40,206,2,4,1,5,39
"",40,195,1,5,1,5,18
"",41,174,4,2,3,3,41
"",41,160,4,2,3,3,45
"",42,153,5,1,2,4,36
"",42,166,2,4,3,3,35
"",43,124,2,4,4,2,47
"",43,182,4,2,3,3,39
"",44,206,4,2,1,5,27
"",44,209,3,3,1,5,33
"",45,171,3,3,3,3,41
"",45,145,3,3,2,4,36
"",46,178,4,2,2,4,44
"",46,182,2,4,2,4,34
"",47,156,2,4,3,3,37
"",47,167,3,3,3,3,47
"",48,161,3,3,2,4,31
"",48,152,4,2,3,3,43
"",49,134,4,2,4,2,43
"",49,134,0,6,4,2,36
"",50,86,0,6,5,1,34
"",50,146,4,2,2,4,45
"",51,105,3,3,4,2,44
"",51,178,2,4,2,4,39
"",52,141,3,3,3,3,23
"",52,95,3,3,4,2,46
"",601,173,5,1,2,4,48
"",601,218,4,2,1,5,26
"",602,230,4,2,1,5,28
"",602,166,2,4,2,4,22
"",1,186,2,4,2,4,29
"",1,146,2,4,4,2,35
"",2,170,2,4,2,4,28
"",2,113,3,3,3,3,31
"",3,109,3,3,4,2,43
"",3,131,5,1,3,3,34
"",4,189,3,3,2,4,46
"",4,130,4,2,4,2,18
"",5,189,3,3,1,5,27
"",5,144,4,2,3,3,37
"",6,180,2,4,2,4,47
"",6,106,2,4,4,2,33
"",7,109,3,3,4,2,43
"",7,103,3,3,4,2,26
